label,R_mean,G_mean,B_mean,R_std,G_std,B_std,Aspect_Ratio,Area,Perimeter,Homogeneity,Contrast
screw,0.0021241682947852,0.001808731913063,0.001905343524737,0.0149535943424946,0.0136957197982202,0.0131218936786549,0.2057142857142857,0.0004035308953341,0.0298708341406585,0.972397756117593,0.0285242858842587
screw,0.0526788336558035,0.0510475948378207,0.0529934584648304,0.194958244061588,0.2048008318648873,0.1936178987492969,0.0736507936507936,0.057452711223203,0.1250496936034367,0.9110103125739516,0.0648251800734022
screw,0.1048919309011427,0.0982821683329036,0.1044037210045115,0.279467002441902,0.28012237016505,0.2717522455152945,0.0087912087912087,0.1212610340479193,0.1835259320649578,0.8172689834795913,0.1563894161686237
nail,0.1044639987233927,0.0889135291752103,0.0897234819405842,0.2955056549045421,0.2731994623020586,0.251419914893838,0.0531092436974789,0.0903404791929382,0.1988791148089372,0.8089390244416524,0.0943743879334804
nail,0.0125177773529776,0.0114171435099043,0.0120269788466058,0.0441826706353582,0.0427032844702376,0.0409140933666468,0.1285714285714285,0.0004035308953341,0.0154612499403018,0.9363201973158792,0.0661425394239481
nail,0.0076977958555176,0.0073712099520757,0.0076935424745679,0.0392658402372843,0.0402397642891195,0.0381829963262711,0.2171428571428571,0.0031273644388398,0.0670838099781331,0.967037802232401,0.0265608405560996
screw,0.0658980606473276,0.061756698686452,0.0639360952503843,0.208917952952278,0.2060572184018473,0.1955718962770987,0.070095238095238,0.079546027742749,0.2356564754810415,0.8492624723744283,0.1132202707278901
screw,0.1120325077305538,0.107305163198806,0.1173450222849789,0.3567872178344525,0.3656640543778846,0.3616456862381133,0.0298412698412698,0.0876670870113493,0.1990538346704377,0.8378614245517132,0.1760862521851345
nail,0.0063151049569082,0.0055857984229172,0.0058841582761529,0.0315043120560476,0.0296946145785411,0.0284504634344877,0.7999999999999999,0.0016645649432534,0.0443608758499079,0.9828502449560184,0.0196643267039474
screw,0.0856293418243831,0.0999268991951291,0.1201343754133472,0.2034813457238338,0.2468696978215319,0.261190471249748,0.0714285714285714,0.0473139974779319,0.2500327324422155,0.6997941632964598,0.0886627067297571
screw,0.0392391721392876,0.040762654854359,0.0441021848649736,0.1588803948226338,0.1746460710100032,0.1710585864876498,0.2386554621848739,0.0420176544766708,0.1783204489917839,0.914876084988572,0.0469651202167287
plug,0.0773433691767364,0.0765907972536358,0.086077168123741,0.2301296373051519,0.2450005512816883,0.2482666640372987,0.0538461538461538,0.0934174022698612,0.1286069792266148,0.8677090160738098,0.1301532294231244
screw,0.1057543514428619,0.0929778604622151,0.0917722625571982,0.3290453864190207,0.3081614083828339,0.275778818044717,0.0484472049689441,0.0971500630517024,0.1250634977791352,0.8760147981448193,0.086753150712514
screw,0.0587346123805228,0.0525367213713923,0.0533286390379751,0.2446588056572341,0.2345875489077775,0.21594968633616,0.0121904761904761,0.0378310214375788,0.1479140212128579,0.8753713231482699,0.1506254564757781
nail,0.0457642008042394,0.0426024362453033,0.0499091093002258,0.1117518471043,0.1084219184435064,0.1065667629174996,0.0655052264808362,0.015687263556116,0.2087130725950114,0.6598566930876107,0.1405616276622033
screw,0.018358956934512,0.0226637180749803,0.031500241492896,0.069548670345496,0.0938976227253094,0.1165160575167192,0.4928571428571428,0.0265825977301387,0.1234291067951795,0.9262979364062548,0.0520455057156716
screw,0.0792488438458821,0.0971208694915233,0.1382267237918749,0.2068506151283099,0.2741812356425956,0.3498966016987464,0.0212244897959183,0.0924085750315258,0.2299763351236269,0.7884174542115422,0.1473108245394056
screw,0.0994285092424019,0.088558134898984,0.0910713747302718,0.2856972627078366,0.2731719594313166,0.255746106443837,0.1516483516483516,0.1046153846153846,0.1314677573389106,0.8768385533468578,0.0843272530912219
screw,0.049249948263186,0.0426636193747468,0.0451620021894934,0.1153862167644901,0.1067257530888871,0.1028174303986068,0.1599999999999999,0.0043379571248423,0.0636069808141079,0.8419015127003336,0.139819917445383
plug,0.1202911211498577,0.115804279990238,0.1273533343713446,0.3693212209681836,0.3799950682307269,0.3789624334074866,0.2603174603174603,0.0958890290037831,0.1458440152543937,0.90230155422248,0.0300302578230109
screw,0.0606548729419161,0.0617872252889368,0.0675462947544038,0.1811051156466347,0.193835279010156,0.1919570747838624,0.042016806722689,0.0762168978562421,0.2400045341169294,0.8533376321135425,0.1421219282269061
nail,0.0045483208915081,0.0046879758230099,0.0047940589902441,0.0256127676941826,0.0290032537454254,0.0268870654134694,0.0063492063492063,0.0008575031525851,0.0434229937128672,0.9604493495919536,0.1025813785339691
plug,0.5959282785115385,0.5602250879090703,0.6241123303001721,0.7984905645025839,0.8014198549936367,0.8058853199288843,0.0533333333333333,0.4566960907944514,0.3483803964497479,0.4638950169136985,0.3807913162061485
plug,0.7713069869461832,0.7331073831870821,0.8079098921414791,0.9293376563038842,0.9417495529280986,0.9287193743490396,0.0540816326530612,0.4736948297604035,0.2973210387833046,0.3194818638840655,0.258275725098617
